,ds,yhat,yhat_lower,yhat_upper
1352,2025-09-14,-13.74,-198.76,170.54
1353,2025-09-15,-12.48,-174.34,151.76
1354,2025-09-16,-12.55,-181.52,163.97
1355,2025-09-17,-12.93,-180.15,167.39
1356,2025-09-18,-13.38,-197.07,172.75
1357,2025-09-19,-15.34,-219.56,190.11
1358,2025-09-20,-18.41,-255.67,226.19
1359,2025-09-21,-20.09,-265.98,233.04
1360,2025-09-22,-18.9,-257.55,232.93
1361,2025-09-23,-19.11,-252.57,232.42
1362,2025-09-24,-19.28,-272.82,222.32
1363,2025-09-25,-19.23,-250.96,225.21
1364,2025-09-26,-21.34,-276.43,239.15
1365,2025-09-27,-23.94,-323.36,298.02
1366,2025-09-28,-24.75,-330.59,303.19
1367,2025-09-29,-23.82,-311.61,292.98
1368,2025-09-30,-10.53,-152.43,137.22
1369,2025-10-01,-11.73,-162.53,160.62
1370,2025-10-02,-12.21,-165.09,163.34
1371,2025-10-03,-14.48,-197.97,183.88
1372,2025-10-04,-17.86,-238.1,218.89
1373,2025-10-05,-19.08,-250.89,233.68
1374,2025-10-06,-15.93,-214.75,191.32
1375,2025-10-07,-16.91,-229.53,212.44
1376,2025-10-08,-17.72,-247.38,206.06
1377,2025-10-09,-18.83,-250.04,236.02
1378,2025-10-10,-20.06,-267.69,248.08
1379,2025-10-11,-23.02,-308.55,279.9
1380,2025-10-12,-23.53,-313.74,279.03
1381,2025-10-13,-22.03,-277.18,256.96
1382,2025-10-14,-21.86,-284.95,260.6
1383,2025-10-15,-21.59,-291.95,251.59
1384,2025-10-16,-21.81,-290.9,256.25
1385,2025-10-17,-23.33,-318.08,290.2
1386,2025-10-18,-25.41,-342.12,307.12
1387,2025-10-19,-26.07,-349.75,303.96
1388,2025-10-20,-24.33,-308.9,293.74
1389,2025-10-21,-24.26,-318.83,283.71
1390,2025-10-22,-25.04,-321.84,300.33
1391,2025-10-23,-25.71,-328.08,302.61
1392,2025-10-24,-13.25,-184.53,164.2
1393,2025-10-25,-17.78,-239.16,216.97
1394,2025-10-26,-19.1,-250.62,236.98
1395,2025-10-27,-18.45,-246.3,219.26
1396,2025-10-28,-18.98,-252.49,225.88
1397,2025-10-29,-18.48,-249.08,219.19
1398,2025-10-30,-27.38,-360.78,309.49
1399,2025-10-31,-29.47,-391.12,345.09
1400,2025-11-01,-32.08,-409.37,379.72
1401,2025-11-02,-33.43,-439.09,393.99
1402,2025-11-03,-32.39,-405.94,379.43
1403,2025-11-04,-32.85,-420.18,388.27
1404,2025-11-05,-34.11,-431.01,409.62
1405,2025-11-06,-35.49,-464.54,418.98
1406,2025-11-07,-38.5,-496.1,446.42
1407,2025-11-08,-42.36,-534.3,513.24
1408,2025-11-09,-43.86,-571.18,521.15
1409,2025-11-10,-42.54,-536.83,511.62
1410,2025-11-11,-43.13,-553.12,492.19
1411,2025-11-12,-44.59,-575.07,516.06
1412,2025-11-13,-46.11,-591.32,538.63
1413,2025-11-14,-49.24,-636.32,573.48
1414,2025-11-15,-44.6,-573.43,514.48
1415,2025-11-16,-46.48,-588.45,532.4
1416,2025-11-17,-28.28,-362.69,334.65
1417,2025-11-18,-28.73,-368.61,340.73
1418,2025-11-19,-30.18,-382.53,351.93
1419,2025-11-20,-31.91,-403.91,373.15
1420,2025-11-21,-34.97,-455.13,424.59
1421,2025-11-22,-39.0,-501.56,453.14
1422,2025-11-23,-49.87,-644.04,581.93
1423,2025-11-24,-48.64,-605.04,571.94
1424,2025-11-25,-49.14,-637.3,557.54
1425,2025-11-26,-50.46,-631.65,564.9
1426,2025-11-27,-52.04,-662.63,603.44
1427,2025-11-28,-55.1,-709.55,634.78
1428,2025-11-29,-59.12,-772.14,687.88
1429,2025-11-30,-60.71,-769.48,700.1
1430,2025-12-01,-59.42,-758.74,681.93
1431,2025-12-02,-59.5,-767.16,668.02
1432,2025-12-03,-60.06,-767.37,701.15
1433,2025-12-04,-60.67,-756.99,676.39
1434,2025-12-05,-62.59,-789.73,710.43
1435,2025-12-06,-65.73,-846.63,741.31
1436,2025-12-07,-66.52,-850.87,773.89
1437,2025-12-08,-64.06,-810.72,732.62
1438,2025-12-09,-53.66,-693.0,622.07
1439,2025-12-10,-53.73,-693.2,613.41
1440,2025-12-11,-34.95,-445.68,416.57
1441,2025-12-12,-36.59,-472.55,426.44
1442,2025-12-13,-39.3,-499.73,457.4
1443,2025-12-14,-39.58,-517.88,475.77
1444,2025-12-15,-36.62,-479.56,430.67
1445,2025-12-16,-35.53,-462.23,412.35
1446,2025-12-17,-45.36,-582.68,534.3
1447,2025-12-18,-45.66,-592.29,543.5
1448,2025-12-19,-47.55,-606.97,561.76
1449,2025-12-20,-50.64,-652.61,581.2
1450,2025-12-21,-51.43,-653.52,590.19
1451,2025-12-22,-49.33,-623.43,564.31
1452,2025-12-23,-49.29,-639.54,566.61
1453,2025-12-24,-50.4,-644.88,590.05
1454,2025-12-25,-52.08,-674.31,603.89
1455,2025-12-26,-54.99,-723.74,665.28
1456,2025-12-27,-59.23,-755.93,698.3
1457,2025-12-28,-61.02,-795.82,700.42
1458,2025-12-29,-59.47,-774.65,694.72
1459,2025-12-30,-59.0,-757.2,672.05
1460,2025-12-31,-60.55,-796.22,707.93
